id,name,category,directionality,mechanism_summary,dose_range,cost_per_month_usd,otc_or_rx,pediatric_safe,csrs_score,csrs_last_updated,status,mainstream_consensus_position,created_at,last_updated,notes,targets_legacy,source_pmids_legacy,source_anecdote_ids_legacy,csrs_score_legacy,csrs_last_updated_legacy,csrs_prevention_score,csrs_prevention_last_updated,csrs_treatment_score,csrs_treatment_last_updated
INT-0117,Betaine / TMG (trimethylglycine),supplement,treatment,BHMT pathway methyl donor; lowers homocysteine,500-3000 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Especially when homocysteine elevated,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0119,PQQ (pyrroloquinoline quinone),supplement,treatment,Mitochondrial biogenesis promoter,10-20 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,"Pyrroloquinoline quinone — promotes mitochondrial biogenesis (creates new mitochondria, not just supports existing function). Generally well-tolerated in pediatric supplementation; minimal published autism-specific clinical trials. Mechanism via PGC-1α activation.",,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0120,MitoQ (mito-targeted CoQ10),supplement,treatment,Mitochondria-targeted CoQ10 analog,10-20 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,"Mitochondria-targeted CoQ10 analog covalently linked to triphenylphosphonium cation, allowing 100-1000x mitochondrial enrichment vs standard CoQ10. Preclinical neurodegenerative + autism research; clinical use emerging. Lower per-mg dosing than standard CoQ10.",,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0121,NAD+ precursors (NMN/NR),supplement,treatment,Boost cellular NAD+; sirtuin pathway support,250-500 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00, Regulatory note: FDA reclassified NMN as drug for NDI purposes (2022); NR remains as supplement.,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0122,Methylene blue (low-dose),drug,treatment,Alternative electron carrier; methemoglobin caution,0.5-2 mg/kg/day low-dose; varies,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Emerging; methemoglobinemia risk; G6PD contraindication,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0123,Bumetanide (NKCC1 inhibitor for autism),drug,treatment,NKCC1 inhibitor; forces GABA developmental switch in chloride-imbalance subgroup,0.5-2 mg/day; potassium monitoring required,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Per Ben-Ari framework; Phase 3 mixed but subgroup-positive.,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0124,"Suramin (low-dose, antipurinergic)",drug,treatment,Antipurinergic; Naviaux CDR framework,20 mg/kg single IV (research dosing),,rx_research,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Naviaux 2017 PMID 28695149 phase I/II; toxicity limits broad use,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0125,Pioglitazone (PPAR-γ agonist),drug,treatment,PPAR-γ agonist; anti-inflammatory; insulin-sensitizer,15-30 mg/day,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Emerging neuroinflammation use; weight gain caution,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0126,Minocycline (microglial modulator),drug,treatment,Tetracycline with microglial-modulating activity,50-100 mg twice daily,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Anti-inflammatory; long-term skin pigmentation caution,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0127,Allopregnanolone / ganaxolone,drug,treatment,Endogenous neurosteroid; positive GABA-A modulator,varies; ganaxolone FDA-approved for CDKL5,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Calming; emerging research in epileptic ASD,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0128,Trehalose (autophagy promoter),supplement,treatment,Disaccharide; promotes autophagy and mitophagy,5-15 g/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Disaccharide that promotes autophagy / mitophagy via mTOR-independent pathway. Clearance of damaged mitochondria + protein aggregates. Emerging research in neurodegenerative + neurodevelopmental contexts. Generally well-tolerated; some GI tolerance issues at higher doses.,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0129,Lovastatin (low-dose),drug,treatment,Statin with FXR / cholesterol effects; preclinical Fragile X work,contested; not for general autism use,,rx,,15.12,2026-06-24T18:46:42+00:00,contested,"Statins (HMG-CoA reductase inhibitors including lovastatin) are FDA-approved and well-established for cardiovascular indications (hyperlipidemia, atherosclerotic disease). Their use in autism specifically — investigated by Frye et al for FXR / Ras-pathway modulation in subset cohorts — is investigational with limited published clinical evidence and is not a mainstream pediatric-neurology recommendation. Off-label use should be discussed with clinician oversight; CSRS in this atlas reflects mechanistic rationale + small published series, not population-validated efficacy.",2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Preclinical Fragile X work only; mitochondrially toxic + CoQ10 depleting. Not for general autism use. Status: contested.,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0130,Valacyclovir / acyclovir (HHV-6/EBV reactivation),drug,treatment,Antiviral for chronic herpesvirus reactivation,varies; long-term low-dose suppression,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0131,Vasopressin (intranasal),supplement,treatment,Neuropeptide; social bonding mechanism (complementary to oxytocin),varies; research-grade,,rx_research,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0132,IGF-1 (mecasermin),drug,treatment,Insulin-like growth factor 1; SHANK3-stratified intervention,varies; FDA-approved for primary IGFD,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Per Hollander framework for Phelan-McDermid syndrome; off-label autism,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0133,Antimicrobial peptides (cathelicidin/LL-37),endogenous,treatment,Endogenous AMP; vitamin-D-driven; first-line innate immunity,indirect via vitamin D status,,endogenous,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0134,Humanin (mito-derived peptide),supplement,treatment,Mitochondrial 16S-rRNA encoded peptide; anti-apoptotic + neuroprotective,research-grade,,research,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0135,MOTS-c (mito-derived peptide),supplement,treatment,Mitochondrial 12S-rRNA peptide; metabolic + exercise-mimetic effects,research-grade,,research,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0136,Pregnenolone (low-dose),supplement,treatment,Master neurosteroid; precursor for cortisol/DHEA/allopregnanolone,10-30 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Use cautiously in children; existing INT-0069 covers,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0137,Vitamin D high-dose (deficiency-correction),supplement,treatment,Cholecalciferol; immune/serotonin/methylation effects,2000-5000 IU/day calibrated to 25-OH-D,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Foundational; calibrated to BIO-0165,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0140,L-carnosine (oral dipeptide),supplement,treatment,Beta-alanyl-L-histidine dipeptide. GABA modulation via homocarnosine pathway; possible anticonvulsant + frontal/temporal cortex protective effects. Used by Chez 2002 J Child Neurol RCT (PMID 12585724) at 800 mg/day in autism.,800 mg/day (Chez 2002 dose),20,otc,yes,20.24,2026-06-24T18:46:42+00:00,active,"Small pediatric RCT (Chez 2002, n=31) showed significant improvement on Gilliam ARS + Receptive Vocabulary; not replicated at scale.",2026-05-13T00:14:44.186956+00:00,2026-06-24T18:46:42+00:00,Added 2026-05-09 to fix rrc_005 cohort entry. Distinct molecule from L-carnitine (INT-0011). FRM-0047 reparented to this entry.,,,,,,38.07,2026-06-24T18:46:42+00:00,14.33,2026-06-24T18:46:42+00:00
INT-0141,Aripiprazole,drug,treatment,Atypical antipsychotic; partial dopamine D2 agonist + serotonin 5-HT1A agonist + 5-HT2A antagonist. FDA-approved for autism-associated irritability (children 6-17) based on Owen 2009 + Marcus 2009 RCTs.,5-15 mg/day (Owen 2009 RCT range),60,rx,monitored,15.67,2026-06-24T18:46:42+00:00,active,FDA-approved for pediatric autism irritability. Owen 2009 (PMID 19948625): 52% responder rate on ABC-Irritability ≥25% reduction + CGI-I 1 or 2. Metabolic side effects + weight gain require monitoring.,2026-05-13T00:14:44.186956+00:00,2026-06-24T18:46:42+00:00,Added 2026-05-09 to fix rrc_008 cohort entry. Mainstream pharma intervention; population-average effect rather than biomarker-stratified subset. Used as cohort calibration baseline for non-stratified RCTs.,,,,,,29.44,2026-06-24T18:46:42+00:00,11.28,2026-06-24T18:46:42+00:00
INT-0142,Vitamin/mineral multinutrient supplement (Adams 2011 formulation),supplement,treatment,Broad-spectrum vitamin + mineral + antioxidant + amino-acid + essential-fatty-acid multinutrient. Adams 2011 BMC Pediatrics RCT formulation (PMID 22151477). Targets multiple nutritional deficiencies commonly observed in autism cohorts.,Adams 2011 protocol — full multinutrient daily,80,otc,yes,18.22,2026-06-24T18:46:42+00:00,active,"Small RCT (n=104, Adams 2011): continuous outcomes only (PGI-R Average Change p=0.008); no dichotomized responder rate published. Bonus regression analysis: biotin + vitamin K were strongest baseline predictors of clinical response.",2026-05-13T00:14:44.186956+00:00,2026-06-24T18:46:42+00:00,Added 2026-05-09 to fix rrc_011 cohort entry. Adams formulation; not a single commercial product.,,,,,,31.70,2026-06-24T18:46:42+00:00,12.98,2026-06-24T18:46:42+00:00
INT-0143,IVIG (intravenous immunoglobulin),drug,treatment,Pooled-donor immunoglobulin G concentrate. Anti-inflammatory + immunomodulatory in autoimmune neuropsychiatric conditions. Used in PANS/PANDAS subset of autism per Frankovich 2017 PANS Research Consortium guidelines.,1.0-2.0 g/kg per infusion course; cycle schedule varies,5000,rx_specialist,monitored,13.46,2026-06-24T18:46:42+00:00,active,Perlmutter 1999 PANDAS RCT showed OC symptom reduction. Williams 2016 PANDAS RCT did not reach binary statistical significance; open-label IVIG ~50% OCD severity reduction. Frankovich 2017 guidelines list IVIG as preferred treatment for moderate-to-severe PANS.,2026-05-13T00:14:44.186956+00:00,2026-06-24T18:46:42+00:00,Added 2026-05-09 to fix rrc_013 cohort entry. Specialist intervention; thrombotic + aseptic-meningitis risk. PANS-overlap subset of autism.,,,,,,21.77,2026-06-24T18:46:42+00:00,9.81,2026-06-24T18:46:42+00:00
INT-0145,L-theanine,supplement,treatment,γ-glutamylethylamide; non-protein amino acid from Camellia sinensis. Modulates glutamate/GABA balance; induces alpha-wave EEG activity; anxiolytic without sedation.,100-400 mg/day divided,15,otc,yes,20.24,2026-06-24T18:46:42+00:00,active,Pediatric ADHD + anxiety small RCT support; autism-specific evidence is small + indirect.,2026-05-13T00:19:55.094947+00:00,2026-06-24T18:46:42+00:00,"Added 2026-05-09 to ground COM-0016 (Calm-axis stack) and COM-0018 (Sleep-architecture stack), both of which named L-theanine as a member but had no atlas-resident INT entry.",glutamate; GABA; alpha-wave; anxiolytic,,,,,38.07,2026-06-24T18:46:42+00:00,14.33,2026-06-24T18:46:42+00:00
